"","learn","x","agelfted","sex","datyear"
"146272",9.45250192912615,46,14,"male",92
"146277",9.7132951013616,65,15,"male",92
"146283",8.6376251461422,43,14,"female",92
"146291",9.17159954365975,56,15,"male",92
"146292",8.98468365554075,59,15,"female",92
"146294",8.40559101483493,52,15,"female",92
"146295",9.19826779074191,57,15,"male",92
"146296",8.8110561229431,65,15,"female",92
"146299",10.1351039359425,61,16,"male",92
"146303",9.70746055060792,53,15,"male",92
"146304",8.99466883550067,60,15,"male",92
"146306",9.6649765240908,60,22,"male",92
"146307",9.83926262805532,58,28,"female",92
"146315",9.3122541438846,65,15,"male",92
"146318",9.47238457320967,53,15,"male",92
"146319",9.83626386706938,62,15,"male",92
"146320",7.64012317269536,58,16,"female",92
"146323",10.2303278221021,64,21,"male",92
"146324",9.77995400554823,60,15,"male",92
"146325",8.55791274318941,61,15,"female",92
"146329",9.54706969050437,63,16,"male",92
"146330",9.62374187219489,64,16,"female",92
"146343",8.10165348106166,42,14,"female",92
"146344",9.9894248421582,50,16,"male",92
"146345",7.89650801419089,52,15,"female",92
"146348",9.10493981645427,61,15,"female",92
"146349",9.72529822755028,48,15,"male",92
"146350",9.61069112193867,50,15,"female",92
"146352",9.4039974223413,43,14,"male",92
"146372",8.69947470834611,56,15,"male",92
"146373",8.72192834304709,60,15,"female",92
"146375",9.65502619323763,51,14,"male",92
"146376",9.86266352350859,59,14,"female",92
"146380",9.5496656775798,57,15,"male",92
"146396",6.94697599213542,46,16,"female",92
"146400",8.34433387453439,47,16,"female",92
"146403",9.60852841531717,61,15,"female",92
"146413",9.95226246361304,60,20,"male",92
"146417",10.9330948323668,63,17,"male",92
"146418",10.2867057203225,56,24,"male",92
"146421",9.82976353610909,58,15,"male",92
"146422",7.82244472948932,58,17,"female",92
"146431",9.75450945812124,48,15,"male",92
"146438",8.53457724451072,61,18,"female",92
"146445",10.1317364866765,53,26,"male",92
"146446",9.81986241020882,50,29,"female",92
"146447",8.64259160081057,62,16,"female",92
"146459",9.10493981645427,54,16,"female",92
"146460",10.0857907986156,49,21,"female",92
"146461",9.47126361971126,48,15,"male",92
"146462",6.94697599213542,52,15,"female",92
"146465",10.1153581933054,50,20,"female",92
"146470",9.47270463644367,48,15,"male",92
"146472",8.17178027569304,45,17,"male",92
"146473",8.40104586559666,46,14,"female",92
"146475",10.0138654600057,63,19,"male",92
"146481",9.88327667394798,61,16,"female",92
"146488",9.9804374716486,52,24,"female",92
"146489",8.96187901267768,61,16,"male",92
"146490",7.64012317269536,62,15,"female",92
"146494",8.30152165494073,56,15,"female",92
"146499",8.927977461002,59,15,"female",92
"146500",8.81877816903701,57,15,"male",92
"146501",8.98318377426907,61,15,"female",92
"146503",8.00632752778616,56,15,"male",92
"146507",9.90347358759487,58,15,"male",92
"146508",8.85303094945473,61,15,"female",92
"146512",10.4282160814711,58,15,"male",92
"146513",8.55641390456952,62,16,"female",92
"146515",8.77955745588373,44,26,"male",92
"146516",8.65172408437384,52,16,"female",92
"146523",7.78314069987704,46,14,"female",92
"146525",9.79811596910872,59,21,"female",92
"146527",7.35244110024358,63,15,"male",92
"146532",8.96187901267768,53,26,"male",92
"146533",8.6481723675028,64,22,"female",92
"146538",10.031176913677,64,16,"male",92
"146539",8.71555212590782,62,18,"female",92
"146541",9.54706969050437,65,16,"male",92
"146547",7.64012317269536,59,15,"female",92
"146556",9.35518152981832,58,15,"female",92
"146559",9.73798773699851,55,24,"male",92
"146560",9.15903443359422,58,18,"female",92
"146562",10.7719803543762,53,15,"male",92
"146565",7.28344822875663,55,17,"female",92
"146568",9.89141497130186,51,15,"male",92
"146572",8.08641027532378,58,15,"male",92
"146573",9.9488394278866,63,21,"female",92
"146581",9.89004566061545,61,15,"male",92
"146582",9.31464636697874,64,16,"female",92
"146583",9.61576550532703,48,15,"male",92
"146584",6.68431169486962,50,17,"female",92
"146586",9.74447075546623,60,15,"male",92
"146587",9.15941748595267,61,15,"female",92
"146588",10.6955737963831,64,25,"male",92
"146592",9.28839709446291,48,16,"male",92
"146598",8.54636356871602,64,15,"female",92
"146602",8.830478689629,47,15,"male",92
"146603",9.22183006891328,51,15,"female",92
"146604",9.39905809627538,55,16,"female",92
"146608",9.25400123933107,55,15,"male",92
"146609",8.65517263575919,58,17,"female",92
"146610",7.64012317269536,59,15,"female",92
"146612",9.68033649386952,51,14,"male",92
"146625",6.99576615630485,49,15,"female",92
"146629",9.87016442998203,62,22,"male",92
"146633",10.068988418358,51,15,"male",92
"146634",10.068988418358,51,17,"female",92
"146638",9.2983512492989,63,16,"male",92
"146641",8.39389497507174,48,15,"female",92
"146645",7.76211949213505,61,15,"female",92
"146646",8.98618129053733,59,16,"female",92
"146661",9.43188264192342,44,14,"male",92
"146662",8.96187901267768,52,15,"male",92
"146663",7.7317903312348,57,15,"female",92
"146671",8.45105338891169,57,16,"male",92
"146675",9.71109139349576,50,15,"male",92
"146676",9.71109139349576,58,16,"female",92
"146677",10.3352401009223,58,17,"male",92
"146680",9.1851825071298,60,19,"female",92
"146683",9.80917687306489,59,16,"male",92
"146684",9.6045395882967,62,16,"female",92
"146687",9.8224879337186,64,16,"male",92
"146688",9.09827295343774,60,15,"female",92
"146689",9.95226246361304,56,14,"male",92
"146694",9.15941748595267,50,14,"male",92
"146696",9.64028471879424,59,15,"male",92
"146704",9.04732246690786,59,15,"female",92
"146707",8.64323362062776,59,15,"male",92
"146708",9.61496782466148,61,15,"female",92
"146711",8.45869079119135,43,14,"male",92
"146712",9.06413469077589,46,14,"female",92
"146719",9.38260485231101,52,17,"female",92
"146720",9.92327055264827,49,15,"male",92
"146721",9.54621526225284,51,15,"female",92
"146725",10.0033328875058,54,15,"male",92
"146733",8.14089846060785,42,14,"male",92
"146736",9.65635862596805,63,16,"male",92
"146737",9.17946044939246,65,16,"female",92
"146741",7.92285547649518,65,16,"female",92
"146744",9.64806870258417,65,18,"male",92
"146747",7.59040757798227,50,16,"female",92
"146749",9.08704215563169,59,15,"male",92
"146750",7.9585769038139,59,15,"female",92
"146755",8.29504914043511,60,16,"female",92
"146757",9.20873909060921,62,15,"male",92
"146758",7.93111227792391,61,15,"female",92
"146762",9.67809146616862,53,15,"male",92
"146763",9.78400555248407,55,15,"female",92
"146774",10.1104871130739,46,17,"male",92
"146776",9.68384038418647,60,22,"female",92
"146785",9.94270826568941,53,16,"male",92
"146786",8.17075142375753,55,15,"female",92
"146788",9.91095956737483,61,15,"male",92
"146790",8.70483390968779,57,15,"female",92
"146791",8.96187901267768,52,15,"female",92
"146792",10.4282160814711,57,18,"male",92
"146793",9.51042420321564,57,21,"female",92
"146795",8.19199474426759,64,15,"male",92
"146796",7.52162116032849,63,15,"female",92
"146800",10.5832981480063,63,18,"male",92
"146801",9.91026259687982,64,25,"female",92
"146803",10.4053410941514,59,17,"male",92
"146804",8.78027722383189,62,19,"female",92
"146808",10.4487123385241,64,16,"male",92
"146811",9.57771311448247,56,15,"male",92
"146815",9.94941079478919,61,15,"female",92
"146818",6.43615036836943,59,16,"female",92
"146827",9.29171017343071,49,15,"male",92
"146828",7.88306935130575,53,15,"female",92
"146830",8.81877816903701,44,14,"female",92
"146833",9.1302143274969,45,15,"female",92
"146837",8.63614888992914,57,15,"female",92
"146841",8.14271498869395,64,16,"female",92
"146851",9.7132951013616,62,14,"male",92
"146852",7.88306935130575,62,18,"female",92
"146857",8.35135580235824,61,19,"female",92
"146860",8.3709273760829,62,22,"male",92
"146864",9.76802740373527,63,15,"male",92
"146868",9.98504908817745,61,21,"male",92
"146869",9.48794784218155,60,15,"female",92
"146872",9.54680974866027,59,15,"male",92
"146875",10.0857907986156,59,20,"male",92
"146876",9.92327055264827,62,20,"female",92
"146879",9.02014792080166,62,16,"female",92
"146886",9.26326668772699,57,15,"female",92
"146890",9.22915426768491,65,15,"male",92
"146894",9.39262188890605,63,15,"male",92
"146896",9.32113725564617,65,15,"male",92
"146906",9.30106182588465,56,15,"male",92
"146910",9.9804374716486,58,23,"male",92
"146917",10.579285094761,43,12,"male",92
"146919",9.37244219789679,65,15,"male",92
"146920",9.26543447125435,43,14,"male",92
"146921",10.2034172888435,60,17,"male",92
"146922",8.26873183211774,61,17,"female",92
"146928",7.64012317269536,50,15,"female",92
"146932",9.03834608612317,62,15,"male",92
"146936",9.92327055264827,60,18,"female",92
"146943",8.81877816903701,50,15,"male",92
"146944",8.29400966127554,53,15,"female",92
"146958",10.1492344928492,54,23,"female",92
"146960",7.80287953010654,49,15,"female",92
"146966",10.1266118849157,53,15,"male",92
"146973",8.98715684183549,53,15,"male",92
"146974",9.12869203840991,47,16,"male",92
"146975",8.63550230394769,50,15,"female",92
"146986",9.76972298540712,48,14,"male",92
"146988",9.32652212626559,64,15,"male",92
"146997",9.65502619323763,53,17,"male",92
"147004",9.68007644834299,51,16,"male",92
"147007",9.7308754637412,62,16,"male",92
"147008",9.79811596910872,63,16,"female",92
"147010",8.91764844038151,52,15,"female",92
"147011",9.08704215563169,54,15,"female",92
"147015",8.15474161995714,48,15,"male",92
"147020",9.08704215563169,46,14,"male",92
"147028",9.58327953086379,56,15,"male",92
"147029",6.94697599213542,60,15,"female",92
"147038",9.65502619323763,53,15,"male",92
"147039",8.04708713505002,58,15,"female",92
"147046",8.89288614119073,61,15,"male",92
"147048",9.68781601606062,60,16,"male",92
"147049",6.80195019294636,60,16,"female",92
"147050",9.23170255918077,58,15,"male",92
"147056",8.15847046302328,42,14,"male",92
"147059",7.35244110024358,55,15,"female",92
"147075",9.33573878137052,44,14,"male",92
"147076",6.86684992985273,45,14,"female",92
"147080",7.98884150716449,59,16,"female",92
"147091",10.1153581933054,62,15,"male",92
"147092",9.24183127949721,65,15,"female",92
"147105",9.07954351833958,65,17,"female",92
"147106",9.26705709214669,62,15,"male",92
"147107",9.188057916587,48,15,"female",92
"147109",4.56100929339187,50,15,"female",92
"147112",8.08641027532378,60,15,"female",92
"147119",10.0748324186165,61,19,"male",92
"147120",8.28853445941392,61,15,"female",92
"147122",9.62112464156195,53,15,"male",92
"147123",8.73873546136347,59,15,"female",92
"147126",9.66332499605232,54,15,"male",92
"147127",8.34877453979127,54,15,"female",92
"147137",9.5113097524266,57,16,"male",92
"147138",9.62456698575292,61,16,"female",92
"147147",10.2128690047011,56,18,"male",92
"147152",9.48463320730895,64,15,"male",92
"147153",10.7363905613221,57,16,"male",92
"147155",8.69277881513934,62,19,"male",92
"147156",8.18867800242055,42,22,"male",92
"147162",9.28454207578606,45,14,"male",92
"147168",8.88182518298049,53,16,"male",92
"147169",7.77988511507052,56,15,"female",92
"147177",9.11029901779596,62,15,"male",92
"147179",10.2303278221021,60,16,"male",92
"147180",8.31752199628717,61,15,"female",92
"147184",8.81877816903701,62,15,"male",92
"147185",8.33327035325531,59,15,"female",92
"147187",9.47270463644367,52,16,"male",92
"147191",9.86820024184021,56,16,"male",92
"147197",9.37177871785371,56,15,"male",92
"147201",10.2294648987862,52,21,"female",92
"147205",8.61175397827989,61,21,"female",92
"147211",9.28729029108866,51,22,"male",92
"147212",8.45105338891169,55,21,"female",92
"147216",8.83925928214578,62,16,"male",92
"147231",8.55641390456952,53,16,"female",92
"147239",7.44775128004791,47,15,"female",92
"147246",8.92265296096848,50,15,"male",92
"147255",9.2983512492989,50,16,"male",92
"147264",9.48794784218155,51,14,"male",92
"147265",9.48794784218155,53,16,"female",92
"147284",10.2611438312146,63,18,"male",92
"147285",8.75935474856621,64,15,"female",92
"147291",10.2626699556387,62,26,"male",92
"147294",9.54621526225284,47,14,"male",92
"147295",9.32188174670909,51,15,"female",92
"147297",8.07837810362652,48,15,"male",92
"147298",7.38523092306657,52,15,"female",92
"147304",7.6008624807156,61,14,"male",92
"147305",8.60071784090575,63,16,"female",92
"147312",10.2398083407476,47,16,"male",92
"147313",7.88306935130575,54,16,"female",92
"147316",10.8103968378055,56,22,"male",92
"147328",9.5328961893862,52,15,"male",92
"147329",9.2983512492989,54,15,"male",92
"147330",9.36342536138922,58,15,"female",92
"147331",9.25335383846667,63,16,"male",92
"147332",9.95453799517195,65,16,"female",92
"147335",9.68862214266614,59,14,"male",92
"147336",9.78827418608283,63,17,"female",92
"147344",10.5326176384921,50,24,"male",92
"147358",9.97037204409719,57,16,"male",92
"147359",9.38962729964039,55,15,"female",92
"147364",8.15474161995714,58,16,"female",92
"147365",8.96341116665541,49,29,"male",92
"147366",8.23427838331411,51,20,"female",92
"147372",9.77322391764945,62,16,"male",92
"147378",5.51985966094846,54,16,"female",92
"147383",9.84366114111773,51,15,"male",92
"147384",8.5784688880022,54,15,"female",92
"147388",6.99576615630485,52,15,"female",92
"147389",9.8647467242197,60,15,"male",92
"147390",8.12563098847706,62,15,"female",92
"147392",9.22424327714517,47,15,"male",92
"147393",7.95712133025695,56,15,"female",92
"147396",8.69617584694468,57,15,"male",92
"147397",8.8340456411678,59,15,"female",92
"147401",7.69555790623443,54,15,"female",92
"147412",10.0228355955683,62,24,"male",92
"147413",9.87260762995241,61,22,"female",92
"147419",9.36734412078585,62,15,"male",92
"147420",9.01573563801407,60,16,"female",92
"147422",9.67809146616862,55,15,"male",92
"147423",8.85651849701986,58,16,"female",92
"147430",8.74364010872917,61,18,"female",92
"147439",8.61703852638595,64,20,"male",92
"147451",9.2983512492989,49,15,"male",92
"147452",9.32971146891215,55,16,"female",92
"147453",9.568014816248,51,15,"male",92
"147454",7.75790620835175,58,15,"female",92
"147455",8.00632752778616,54,18,"male",92
"147456",9.48794784218155,55,16,"female",92
"147458",8.15593633797239,57,15,"female",92
"147459",12.3487272750488,48,16,"male",92
"147468",8.96852355539635,51,15,"female",92
"147469",9.06413469077589,42,14,"male",92
"147485",10.2431646787,59,15,"male",92
"147486",8.18186590455857,58,15,"female",92
"147497",8.79480066162161,61,15,"male",92
"147498",7.64012317269536,61,15,"female",92
"147506",9.32220724367889,58,15,"female",92
"147508",9.29357797054624,49,15,"male",92
"147511",9.66418410124824,58,18,"male",92
"147514",10.1288558148447,42,16,"male",92
"147515",9.68007644834299,57,17,"female",92
"147523",9.62112464156195,57,15,"male",92
"147524",8.87762742754071,60,15,"female",92
"147531",9.39262188890605,61,15,"female",92
"147540",7.35244110024358,55,20,"female",92
"147541",10.0899637967294,46,21,"male",92
"147542",8.69947470834611,48,21,"female",92
"147543",8.74827313484099,47,16,"male",92
"147544",7.18520518826721,48,17,"female",92
"147545",10.259761048718,49,27,"male",92
"147546",8.53109609658523,49,15,"female",92
"147547",10.3577275717212,52,14,"male",92
"147549",9.80010727976362,55,24,"male",92
"147551",9.62112464156195,58,15,"male",92
"147552",7.18520518826721,61,15,"female",92
"147553",8.08320517451937,61,15,"male",92
"147554",7.24374164493664,62,17,"female",92
"147575",7.82244472948932,47,15,"female",92
"147576",9.07264485264783,57,15,"male",92
"147592",10.2146419811731,62,15,"male",92
"147603",9.34487126493379,62,19,"male",92
"147604",9.05718919248201,62,18,"female",92
"147605",9.7133265190617,55,15,"male",92
"147606",9.5873538940797,62,15,"female",92
"147617",9.66266359551729,63,15,"male",92
"147625",9.08704215563169,54,15,"male",92
"147626",8.74703426417817,55,15,"female",92
"147631",9.95853238994517,65,31,"female",92
"147636",9.39262188890605,56,16,"male",92
"147637",9.7050219652675,61,15,"female",92
"147640",10.4912631496687,47,16,"male",92
"147651",8.96187901267768,64,21,"male",92
"147661",9.19826779074191,62,23,"female",92
"147673",9.41082923272559,49,15,"male",92
"147674",9.06965656438414,56,15,"female",92
"147683",9.40455423171098,47,16,"female",92
"147689",8.46878419970854,53,15,"male",92
"147692",9.9488394278866,64,26,"male",92
"147693",9.06827895188994,65,15,"female",92
"147697",9.86887336148685,54,20,"male",92
"147701",8.9000036089596,55,16,"male",92
"147702",9.73090644999358,54,15,"female",92
"147706",9.47270463644367,50,15,"male",92
"147707",8.59803557926034,52,15,"female",92
"147711",10.2907560711038,62,16,"male",92
"147714",8.75772077663028,59,15,"male",92
"147715",7.75790620835175,65,14,"female",92
"147717",9.31684581788865,44,14,"male",92
"147723",9.68033649386952,52,22,"male",92
"147724",7.96546223971537,50,16,"female",92
"147728",10.0345123027379,64,18,"male",92
"147730",8.99066078490757,55,15,"female",92
"147731",9.47270463644367,62,15,"male",92
"147737",9.79811596910872,53,15,"male",92
"147739",9.76993104798916,63,15,"male",92
"147744",7.9585769038139,54,16,"female",92
"147750",9.93369276292255,50,15,"male",92
"147760",9.42414443005668,64,15,"male",92
"147764",8.96187901267768,62,15,"male",92
"147765",8.927977461002,62,15,"female",92
"147771",7.7317903312348,65,15,"female",92
"147775",7.35244110024358,53,15,"female",92
"147786",9.02641753381525,61,16,"male",92
"147788",9.61062142805544,57,15,"male",92
"147789",7.86326672400957,61,16,"female",92
"147800",8.99956008205678,62,16,"male",92
"147801",7.64012317269536,64,21,"female",92
"147803",9.76420943352925,55,15,"male",92
"147805",9.7758564643653,65,22,"male",92
"147807",9.95739980702994,47,16,"male",92
"147808",8.49315461294579,49,15,"female",92
"147813",7.04228617193974,53,15,"female",92
"147816",10.0968446725783,60,16,"male",92
"147817",9.26366117988088,63,16,"female",92
"147824",9.59555925832094,54,20,"male",92
"147825",8.85925552207462,54,19,"female",92
"147827",6.0699060072728,49,21,"female",92
"147828",9.2103003321121,48,18,"male",92
"147829",8.28092389514607,52,17,"female",92
"147830",8.87486763568805,59,15,"male",92
"147831",9.10493981645427,50,18,"male",92
"147832",8.52512958352678,51,35,"female",92
"147834",9.27274034706702,59,17,"female",92
"147837",8.36899935993753,46,16,"female",92
"147838",10.1235704090741,51,17,"male",92
"147839",8.49899660187572,56,16,"female",92
"147852",8.62407255304333,62,15,"male",92
"147854",8.96187901267768,63,15,"male",92
"147857",7.35244110024358,56,14,"female",92
"147863",8.77955745588373,51,15,"male",92
"147865",9.62112464156195,55,16,"male",92
"147869",9.91438595641264,61,18,"male",92
"147871",9.76972298540712,56,16,"male",92
"147886",9.51042420321564,55,15,"female",92
"147896",9.2983512492989,57,16,"male",92
"147897",8.72514346976991,55,16,"female",92
"147899",10.0425536006591,62,15,"male",92
"147901",8.47628788043698,44,18,"male",92
"147902",7.78314069987704,45,16,"female",92
"147906",9.39262188890605,56,15,"male",92
"147907",8.69747931222971,62,15,"female",92
"147910",9.10493981645427,65,23,"female",92
"147914",8.73481111389826,54,15,"female",92
"147915",9.6583539833303,57,16,"male",92
"147916",8.48631326883252,57,18,"female",92
"147920",9.19299073364107,57,15,"male",92
"147928",10.3408298317443,64,26,"male",92
"147929",9.19050082017018,63,22,"female",92
"147931",9.88388674471678,60,27,"female",92
"147933",8.97255517992649,57,15,"female",92
"147934",10.156407343009,56,16,"male",92
"147954",9.15903443359422,58,17,"male",92
"147955",9.15903443359422,60,18,"female",92
"147956",10.1462611519173,58,18,"male",92
"147960",11.3168541241586,63,21,"male",92
"147962",8.99466883550067,60,15,"male",92
"147963",10.1719332723865,65,17,"female",92
"147964",10.3481733737976,61,15,"male",92
"147969",7.9402277651457,65,15,"male",92
"147970",9.83734775003158,64,15,"female",92
"147971",8.6376251461422,44,21,"male",92
"147972",9.81558486936022,46,16,"female",92
"147981",7.04228617193974,63,14,"female",92
"147982",9.30561051191642,58,15,"male",92
"147983",8.55641390456952,56,15,"female",92
"147986",9.39262188890605,56,15,"male",92
"147987",10.0857907986156,49,30,"male",92
"147989",9.33784664311958,62,16,"male",92
"147990",8.3474197254402,50,16,"male",92
"147991",7.75790620835175,58,18,"female",92
"147995",9.7291127737935,57,15,"male",92
"147996",9.44430516192198,60,17,"female",92
"147999",9.65502619323763,52,14,"male",92
"148000",9.73340597593321,57,16,"female",92
"148001",9.2779541158203,62,16,"male",92
"148002",7.35244110024358,63,14,"female",92
"148018",9.46961988046766,53,14,"male",92
"148023",9.94270826568941,47,14,"male",92
"148024",10.1006944345391,52,21,"female",92
"148032",9.20351714662806,52,15,"male",92
"148033",9.87878293792061,56,15,"female",92
"148034",9.19299073364107,63,15,"male",92
"148035",9.15525040565822,65,15,"female",92
"148040",9.24956108512946,64,15,"male",92
"148044",9.38058934753587,43,14,"male",92
"148051",9.74960880838726,59,15,"male",92
"148060",8.61241609823625,57,16,"male",92
"148061",7.82390195751236,57,15,"female",92
"148062",8.13146012274994,51,15,"male",92
"148063",7.64012317269536,51,15,"female",92
"148070",10.2359374105632,63,31,"male",92
"148073",9.75637868749792,58,15,"male",92
"148074",9.34868214878474,58,15,"female",92
"148077",9.38426676172054,61,15,"male",92
"148078",9.06323150693797,65,15,"female",92
"148084",9.35841549004155,62,15,"male",92
"148087",8.54160480035195,64,17,"female",92
"148089",10.0040619945217,51,15,"male",92
"148090",8.59409500409122,55,35,"female",92
"148098",9.65499288939781,53,15,"male",92
"148101",10.6827986319369,56,22,"male",92
"148102",9.16948918188,55,23,"female",92
"148104",9.48522590216025,51,17,"female",92
"148110",9.41320938622481,52,15,"male",92
"148111",7.28130307577102,57,16,"female",92
"148126",9.22935837781194,52,15,"male",92
"148127",8.70939247883624,56,16,"female",92
"148128",9.22301170361115,63,15,"male",92
"148129",7.76631520207152,64,15,"female",92
"148133",9.98966345691778,61,15,"male",92
"148134",8.72141972004571,60,15,"female",92
"148137",9.83734775003158,49,15,"male",92
"148145",7.7007477945118,64,15,"female",92
"148147",9.85133286752133,53,17,"male",92
"148148",8.48566946779295,53,15,"female",92
"148154",8.81877816903701,61,15,"male",92
"148155",8.12563098847706,65,15,"female",92
"148163",8.85303094945473,56,32,"female",92
"148166",8.61241609823625,61,19,"male",92
"148167",8.61241609823625,62,21,"female",92
"148174",9.39262188890605,51,15,"male",92
"148175",9.28507300250586,55,15,"female",92
"148177",9.2983512492989,54,15,"male",92
"148178",8.94167630536016,56,15,"female",92
"148186",9.52172335450641,61,15,"male",92
"148187",8.84788880051708,59,14,"female",92
"148190",8.536211197252,60,16,"male",92
"148193",9.8647467242197,54,15,"male",92
"148194",8.09437844497296,50,15,"female",92
"148201",8.95411564477154,48,14,"female",92
"148209",11.0020945026483,51,16,"male",92
"148211",9.02641753381525,44,15,"male",92
"148213",9.39469988977868,65,15,"male",92
"148214",8.18867800242055,64,15,"female",92
"148219",9.4577127850723,56,15,"male",92
"148220",9.10805509254663,56,16,"female",92
"148221",9.79811596910872,64,16,"male",92
"148222",7.92530207962818,63,18,"female",92
"148223",10.2050725301569,48,16,"male",92
"148224",8.18867800242055,51,15,"female",92
"148227",9.50598465586557,60,15,"male",92
"148231",9.84266690320677,58,14,"male",92
"148235",9.9804374716486,64,16,"male",92
"148236",8.88182518298049,56,15,"female",92
"148237",9.28729029108866,55,17,"male",92
"148238",8.28197705886776,58,15,"female",92
"148240",9.47298457021529,46,14,"male",92
"148241",9.08704215563169,49,16,"female",92
"148247",9.99695966273298,51,16,"male",92
"148250",9.60021795674263,61,15,"male",92
"148251",9.45184863001922,61,15,"female",92
"148265",8.81877816903701,60,15,"male",92
"148269",9.32364760755537,60,15,"male",92
"148271",9.03655346311716,54,15,"female",92
"148273",8.14663952770243,44,18,"female",92
"148280",9.84371629574821,62,18,"female",92
"148287",10.2681195441004,58,22,"male",92
"148288",10.2739346454378,60,21,"female",92
"148302",8.23593309707888,56,15,"female",92
"148312",10.1131891327474,51,22,"male",92
"148314",11.1214171159803,53,16,"male",92
"148315",10.157658335916,55,16,"female",92
"148329",8.85651849701986,63,15,"female",92
"148332",9.89141497130186,51,15,"male",92
"148333",8.93690303944418,58,15,"female",92
"148335",9.52339775075919,48,15,"male",92
"148336",8.40524210366085,56,15,"female",92
"148343",9.96983693307766,58,21,"female",92
"148347",8.81877816903701,58,16,"female",92
"148351",9.7404696474678,49,15,"male",92
"148352",9.23444744731942,50,15,"female",92
"148355",9.46063205520941,57,15,"male",92
"148364",9.61257089246242,65,16,"male",92
"148367",9.6292980292493,46,27,"male",92
"148368",7.64012317269536,48,15,"female",92
"148370",8.8378263640077,60,15,"female",92
"148371",8.96187901267768,52,17,"male",92
"148372",10.0857907986156,51,21,"female",92
"148374",9.72840054442276,50,16,"male",92
"148378",9.74120388947868,55,15,"female",92
"148389",9.9372936178823,62,31,"male",92
"148390",8.79480066162161,62,15,"female",92
"148397",10.0604913013458,57,16,"male",92
"148398",8.63115025416907,60,16,"female",92
"148399",8.69947470834611,53,18,"male",92
"148407",9.900870165321,65,16,"male",92
"148410",10.5185629659571,58,18,"male",92
"148415",8.84788880051708,52,15,"male",92
"148427",9.99695966273298,45,16,"male",92
"148431",9.54680974866027,61,19,"male",92
"148437",9.21910187764476,61,15,"male",92
"148442",7.80139132029149,48,16,"female",92
"148445",9.39262188890605,59,17,"female",92
"148447",8.85651849701986,63,16,"male",92
"148451",10.308149669062,54,21,"male",92
"148452",9.91026259687982,54,22,"female",92
"148460",9.61580014152843,61,15,"male",92
"148461",8.06080527435304,61,14,"female",92
"148463",9.38962729964039,56,16,"male",92
"148464",9.83091045427083,65,15,"male",92
"148465",8.81877816903701,64,17,"female",92
"148472",8.00632752778616,49,15,"male",92
"148475",8.53692525479515,58,23,"male",92
"148476",8.53692525479515,61,21,"female",92
"148487",9.14420056947164,61,17,"female",92
"148506",9.8994614900622,64,15,"male",92
"148510",10.3577275717212,51,15,"male",92
"148511",8.31625136002472,62,15,"female",92
"148519",9.44714063506456,49,17,"female",92
"148521",8.39377731667261,46,16,"female",92
"148523",8.93881509357857,65,15,"male",92
"148538",8.58597270681106,45,14,"female",92
"148540",9.62799752084971,59,15,"male",92
"148541",8.67863153729377,60,15,"female",92
"148546",9.48857798559996,52,15,"male",92
"148547",7.12804672001884,57,16,"female",92
"148557",9.19826779074191,50,15,"male",92
"148558",8.53457724451072,56,18,"female",92
"148562",8.6481723675028,58,15,"male",92
"148563",7.7317903312348,63,16,"female",92
"148572",10.4133055203498,65,18,"male",92
"148573",9.36114715806548,61,16,"female",92
"148575",8.28197705886776,57,16,"female",92
"148579",9.80917687306489,62,15,"male",92
"148580",7.6917664013885,64,15,"female",92
"148581",8.89288614119073,62,15,"female",92
"148587",11.097401498245,51,17,"male",92
"148590",9.50791732239773,51,21,"female",92
"148602",9.91739045770512,60,15,"male",92
"148603",8.14089846060785,60,15,"female",92
"148607",9.59059430370103,64,15,"male",92
"148611",9.75033637304195,65,15,"male",92
"148620",7.5537479595079,49,15,"female",92
"148621",10.3056137593788,60,18,"male",92
"148622",7.74042086852898,64,18,"female",92
"148625",9.04732246690786,63,15,"male",92
"148627",10.1811147762218,52,15,"male",92
"148632",8.67863153729377,56,15,"female",92
"148636",9.19826779074191,46,16,"male",92
"148638",9.41829065032985,63,18,"female",92
"148646",9.68007644834299,54,15,"male",92
"148647",9.6015550747004,62,17,"male",92
"148648",10.3025656403194,60,18,"male",92
"148652",7.86326672400957,46,14,"male",92
"148654",9.38932302750462,50,15,"male",92
"148655",9.22352504359302,51,15,"female",92
"148661",9.57526122476877,46,14,"male",92
"148673",9.03264808356589,51,15,"female",92
"148679",7.3185395485679,51,15,"female",92
"148682",9.45657525451379,60,17,"female",92
"148688",9.65399231812754,62,15,"male",92
"148689",8.8340456411678,64,18,"female",92
"148694",10.6618521009135,65,21,"male",92
"148699",8.84885960445946,54,26,"male",92
"148700",8.6481723675028,57,31,"female",92
"148706",9.5996543965301,55,15,"female",92
"148709",7.50659178007084,48,15,"male",92
"148712",9.24956108512946,60,15,"male",92
"148718",9.66418410124824,42,14,"male",92
"148720",9.89138867888891,62,17,"male",92
"148724",8.80981506928168,46,15,"male",92
"148732",9.23951074927596,64,15,"male",92
"148735",9.99018806578294,65,24,"female",92
"148736",8.49453850085143,62,16,"male",92
"148752",10.0630214012273,63,32,"female",92
"148755",8.8110561229431,55,15,"female",92
"148758",9.44841194387463,51,15,"male",92
"148760",10.238098054414,65,22,"male",92
"148773",10.6105376382651,60,17,"male",92
"148774",9.02153066413999,61,21,"female",92
"148794",8.94635918576062,52,17,"female",92
