"","learn","x","agelfted","sex","datyear"
"21638",9.00282900381371,46,14,"male",85
"21645",8.896949322629,62,16,"male",85
"21646",7.55972620763898,65,16,"female",85
"21657",9.91961875399561,57,16,"male",85
"21658",6.78798025514084,58,15,"female",85
"21661",9.30844299161828,47,32,"male",85
"21662",9.0543365927568,52,20,"female",85
"21664",9.16072987142285,59,15,"male",85
"21665",3.38912477983573,63,16,"female",85
"21669",9.48609460735148,57,18,"male",85
"21670",7.30009458029277,59,22,"female",85
"21673",8.64222454719405,55,15,"male",85
"21674",7.97659540931658,56,15,"female",85
"21676",9.52122812414693,61,15,"male",85
"21677",8.98364051670972,62,20,"female",85
"21682",9.18566238330232,58,21,"female",85
"21691",9.75845489372083,59,16,"male",85
"21697",8.19069821327141,51,15,"female",85
"21701",9.57091965670343,54,15,"male",85
"21702",8.92846012125595,58,17,"female",85
"21704",9.62460131844731,53,15,"male",85
"21705",8.33626585755414,56,17,"female",85
"21716",8.76342807395385,46,14,"male",85
"21717",7.86326672400957,51,15,"female",85
"21728",8.47996468780755,40,14,"male",85
"21731",8.54999337834883,36,15,"male",85
"21734",9.10493981645427,41,14,"male",85
"21735",8.01168672912785,43,14,"female",85
"21737",8.71538152925723,48,15,"female",85
"21745",9.01383875160839,49,15,"male",85
"21746",9.02159341173205,50,15,"female",85
"21747",9.35193716191787,46,14,"male",85
"21748",8.8160050649849,48,15,"female",85
"21753",8.77955745588373,55,15,"male",85
"21754",6.21300684150841,56,16,"female",85
"21757",8.91303887355159,47,14,"male",85
"21758",7.0647590277918,51,15,"female",85
"21759",8.81808559556791,48,15,"male",85
"21760",7.66237380458868,51,15,"female",85
"21767",8.96187901267768,65,27,"male",85
"21768",8.39212875452813,62,28,"female",85
"21769",8.00632752778616,38,15,"male",85
"21771",8.65860942027531,53,15,"male",85
"21772",8.78354947715327,54,15,"female",85
"21773",8.25314429097262,36,11,"male",85
"21777",8.52904272707457,52,15,"female",85
"21780",8.82872851419334,63,16,"female",85
"21782",8.89957797049048,50,16,"male",85
"21783",9.01939289050964,54,18,"female",85
"21790",9.16596205308614,45,24,"male",85
"21791",9.12496107860641,49,20,"female",85
"21792",8.69947470834611,40,14,"male",85
"21793",6.2140479440064,50,20,"female",85
"21796",3.38912477983573,36,14,"male",85
"21812",9.08704215563169,53,15,"male",85
"21813",7.50659178007084,55,15,"female",85
"21819",9.19768870341064,61,21,"male",85
"21820",8.63133584154143,63,18,"female",85
"21825",6.65929391968364,54,15,"female",85
"21835",8.01718877085993,60,23,"female",85
"21837",7.13718304708514,49,15,"female",85
"21839",8.69956137798238,42,14,"male",85
"21843",9.02159341173205,60,23,"female",85
"21844",9.48857798559996,61,15,"male",85
"21845",7.89495915982555,60,15,"female",85
"21847",9.65502619323763,51,24,"male",85
"21848",9.16916410735291,51,23,"female",85
"21857",9.61815473664812,64,15,"male",85
"21858",8.2233159921704,65,18,"female",85
"21859",8.86146916293073,35,20,"male",85
"21860",9.2573804006408,40,23,"female",85
"21861",9.79808699701422,41,15,"male",85
"21867",9.56935938284837,63,15,"male",85
"21868",7.17011954344963,65,15,"female",85
"21873",10.6207037709688,44,27,"male",85
"21874",9.54680974866027,61,21,"female",85
"21879",8.58480693526036,51,15,"male",85
"21882",9.08356556640808,61,16,"male",85
"21889",9.14420056947164,42,14,"male",85
"21890",8.68410330537958,47,15,"female",85
"21892",9.43079875896121,55,15,"male",85
"21896",8.60834202595744,58,15,"male",85
"21897",8.45105338891169,59,17,"female",85
"21903",8.63891516066699,62,15,"female",85
"21906",8.09437844497296,52,16,"female",85
"21908",9.16916410735291,52,20,"female",85
"21910",8.85651849701986,65,15,"male",85
"21918",8.77827666306193,49,16,"female",85
"21922",9.7291127737935,60,18,"male",85
"21923",5.51985966094846,58,22,"female",85
"21924",9.33775508554856,64,15,"male",85
"21925",7.84774689709251,62,17,"female",85
"21927",9.69939387753701,52,17,"male",85
"21928",9.13969040141713,55,15,"female",85
"21931",8.67863153729377,59,15,"female",85
"21934",9.16948918188,59,15,"male",85
"21935",7.46666224991792,59,16,"female",85
"21936",9.61580014152843,49,15,"male",85
"21937",6.69851464788503,53,15,"female",85
"21939",9.73506890091116,59,21,"male",85
"21940",7.78400699423403,47,14,"female",85
"21943",8.45205292676735,36,14,"male",85
"21946",9.28164098223031,37,14,"male",85
"21947",8.23220618193418,36,14,"female",85
"21951",6.96383315998368,41,14,"female",85
"21953",7.80139132029149,49,15,"female",85
"21956",6.26674505538106,37,16,"male",85
"21960",9.54617813001467,63,17,"male",85
"21962",9.40142340217059,65,15,"male",85
"21967",7.17011954344963,54,15,"female",85
"21973",9.54680974866027,54,28,"male",85
"21974",8.41173490622218,56,16,"female",85
"21976",6.73316375371445,53,18,"female",85
"21977",9.05482272637574,49,15,"male",85
"21978",8.95283824275806,54,15,"female",85
"21980",9.2103003321121,56,16,"male",85
"21981",8.55501296502792,59,31,"female",85
"21992",8.71538152925723,62,15,"female",85
"22000",8.91401841369942,64,16,"male",85
"22003",8.17075142375753,43,16,"female",85
"22010",8.21561230714646,42,14,"female",85
"22015",9.04842362785633,42,14,"male",85
"22018",8.38027325164503,63,17,"female",85
"22025",9.3160508263983,63,15,"male",85
"22029",8.84324560710825,42,14,"male",85
"22030",9.18768568141138,57,14,"male",85
"22033",9.24293924284925,43,14,"male",85
"22035",9.5416334834452,40,14,"male",85
"22037",8.8110561229431,64,15,"male",85
"22038",7.64012317269536,65,15,"female",85
"22042",9.24951112895379,59,15,"male",85
"22043",9.32053199200268,64,22,"female",85
"22044",7.64535940212667,52,16,"female",85
"22048",8.87443116042036,65,15,"male",85
"22058",9.54517412974695,65,16,"male",85
"22064",8.79353925636723,49,17,"male",85
"22065",9.17143741302119,50,15,"female",85
"22067",8.98715684183549,37,15,"male",85
"22068",8.56676021149306,41,15,"female",85
"22070",6.98137744153397,39,15,"female",85
"22077",7.0071298972715,37,14,"female",85
"22078",9.50288462826862,46,14,"male",85
"22079",7.76851637094657,57,15,"female",85
"22080",9.74095920203809,44,18,"male",85
"22084",8.96187901267768,36,14,"male",85
"22085",9.34136512217795,61,16,"male",85
"22086",8.77955745588373,63,17,"female",85
"22088",8.85131983609427,43,14,"male",85
"22089",7.85483121109803,43,14,"female",85
"22092",8.81877816903701,54,15,"male",85
"22093",6.90771530015565,57,15,"female",85
"22095",8.55641390456952,58,17,"male",85
"22096",6.25382881157547,62,15,"female",85
"22098",9.2591152830531,42,14,"male",85
"22104",8.78681105774722,62,15,"male",85
"22105",8.15474161995714,63,15,"female",85
"22111",6.94697599213542,50,18,"female",85
"22115",9.2103003321121,57,15,"male",85
"22117",9.90347358759487,61,15,"male",85
"22119",8.99214956241872,48,18,"male",85
"22120",8.2553088117856,49,17,"female",85
"22123",8.55641390456952,57,18,"male",85
"22124",9.26109428752668,65,21,"female",85
"22125",9.16432997348822,61,14,"male",85
"22126",7.61480536471107,61,15,"female",85
"22133",7.28344822875663,35,14,"female",85
"22135",8.98793653723857,42,14,"male",85
"22136",7.75790620835175,43,14,"female",85
"22139",9.33095671640866,58,15,"male",85
"22140",7.75166452223143,62,15,"female",85
"22142",7.50659178007084,50,16,"male",85
"22143",8.79480066162161,54,15,"female",85
"22145",9.17946044939246,65,16,"male",85
"22150",8.25029627251265,38,16,"male",85
"22151",7.28344822875663,37,15,"female",85
"22152",9.22869491545932,54,15,"male",85
"22153",7.51285778965622,56,15,"female",85
"22157",9.61576550532703,49,18,"male",85
"22167",8.51486245000373,58,15,"male",85
"22168",8.38206051742474,62,15,"female",85
"22180",8.99014249012167,44,14,"male",85
"22182",8.61241609823625,61,16,"male",85
"22183",7.31300706681311,62,17,"female",85
"22184",9.3189938388204,45,14,"male",85
"22185",3.38912477983573,48,17,"female",85
"22186",9.2103003321121,54,15,"male",85
"22187",8.89288614119073,61,15,"female",85
"22188",9.49329129948787,61,30,"male",85
"22193",8.41173490622218,50,15,"female",85
"22195",9.07240610896304,60,18,"male",85
"22196",9.28729029108866,62,18,"male",85
"22198",9.99195074784869,52,17,"male",85
"22200",7.13054681522131,64,19,"female",85
"22201",9.30787711943344,51,16,"female",85
"22203",7.35244110024358,39,14,"female",85
"22205",9.20628812975277,63,23,"male",85
"22206",7.41697962138115,64,16,"female",85
"22212",7.49913546858261,40,18,"female",85
"22215",8.85362545793062,43,16,"male",85
"22218",9.66243203301269,61,16,"male",85
"22222",8.8290331250821,41,14,"male",85
"22223",8.05586858711309,46,14,"female",85
"22226",8.5762165318657,58,15,"female",85
"22227",8.12563098847706,49,14,"male",85
"22228",8.75362408927598,49,14,"female",85
"22233",10.6454220140768,38,16,"male",85
"22237",8.69947470834611,56,15,"male",85
"22241",8.92970011431345,50,15,"male",85
"22242",7.83198240296684,51,14,"female",85
"22246",9.68033649386952,58,21,"male",85
"22247",9.08066893085882,59,15,"female",85
"22248",8.32712652321877,62,27,"male",85
"22251",8.30152165494073,47,21,"male",85
"22252",8.26123712008135,50,15,"female",85
"22256",9.24329147211587,35,14,"male",85
"22262",9.50486198960386,63,15,"male",85
"22263",8.96407661620925,65,15,"female",85
"22265",9.79811596910872,63,23,"male",85
"22270",9.18789843272717,50,15,"male",85
"22271",8.47379290443779,53,17,"female",85
"22275",9.102741785128,46,14,"male",85
"22276",7.12929754892937,49,15,"female",85
"22279",8.9770959908135,62,17,"male",85
"22284",9.08704215563169,48,16,"male",85
"22285",8.48384321173468,48,15,"female",85
"22286",6.33078980923927,39,14,"female",85
"22288",8.65172408437384,41,14,"male",85
"22289",8.33327035325531,44,14,"female",85
"22291",8.74480035970356,44,14,"male",85
"22298",8.63337494570565,47,14,"male",85
"22307",8.61844926018813,36,14,"male",85
"22313",7.6889133368648,41,14,"female",85
"22316",7.50659178007084,65,31,"female",85
"22319",9.08704215563169,56,15,"male",85
"22320",6.51619307604296,51,15,"female",85
"22323",7.59669360250951,62,15,"female",85
"22328",8.99711741909603,50,15,"female",85
"22329",8.68884466213886,59,18,"male",85
"22331",8.81877816903701,52,15,"male",85
"22346",7.23440799458845,56,15,"female",85
"22347",8.33327035325531,43,14,"male",85
"22348",6.93743057455184,47,14,"female",85
"22355",9.20628812975277,44,16,"male",85
"22356",7.49220304261874,46,16,"female",85
"22361",9.19810992703589,37,14,"male",85
"22364",9.9071847135122,46,17,"male",85
"22365",9.14769443377316,49,16,"female",85
"22371",9.11265260231883,58,15,"male",85
"22372",6.32707930822222,59,15,"female",85
"22375",9.46961988046766,42,14,"male",85
"22376",8.51798487014342,42,16,"female",85
"22378",8.61967036478186,39,14,"male",85
"22379",7.71244383427499,44,16,"female",85
"22381",7.52835329285325,54,15,"female",85
"22385",7.6008624807156,51,24,"male",85
"22386",7.6008624807156,55,23,"female",85
"22390",9.48790848202382,54,18,"male",85
"22391",3.91042168738139,58,17,"female",85
"22392",9.71216234203938,58,19,"male",85
"22393",8.30666968351208,58,15,"female",85
"22396",9.39504572264432,63,18,"male",85
"22397",7.99042788947132,64,21,"female",85
"22400",8.45659356928731,62,15,"female",85
"22401",9.0937840616119,62,16,"male",85
"22405",7.44775128004791,60,15,"female",85
"22414",8.6811063584739,50,15,"female",85
"22416",9.09827295343774,49,15,"male",85
"22417",8.65281443978583,51,16,"female",85
"22420",8.6568925469144,45,18,"female",85
"22421",8.81877816903701,52,15,"male",85
"22423",9.23353328970201,42,16,"male",85
"22424",8.5693301483751,44,14,"female",85
"22426",5.89715386763674,61,15,"female",85
"22432",8.99130835183891,63,15,"male",85
"22433",8.43548848326755,64,15,"female",85
"22435",8.76861780242889,62,18,"female",85
"22438",8.74372303401887,45,14,"male",85
"22439",7.98619209741928,47,14,"female",85
"22440",6.13953965727815,62,17,"female",85
"22441",8.62407255304333,61,15,"male",85
"22455",7.62880946027941,64,15,"female",85
"22458",9.42246342000693,59,21,"male",85
"22459",7.80796545585935,59,21,"female",85
"22466",9.30844299161828,54,20,"female",85
"22470",9.39262188890605,54,15,"male",85
"22471",9.16916410735291,56,21,"female",85
"22476",6.68431169486962,59,23,"female",85
"22477",9.11602969250494,56,15,"male",85
"22478",8.87304779897107,61,15,"female",85
"22480",9.00206077825666,63,15,"male",85
"22481",7.3185395485679,64,22,"female",85
"22482",6.32986352831031,40,14,"female",85
"22484",9.29777963592475,42,17,"male",85
"22488",9.44738682845938,61,15,"male",85
"22489",9.01529338456479,59,16,"female",85
"22490",8.79480066162161,58,15,"male",85
"22491",8.40022783894395,60,15,"female",85
"22501",8.81090106633948,42,15,"male",85
"22502",8.84354582853438,54,15,"male",85
"22503",8.56368738107844,56,15,"female",85
"22508",6.99576615630485,63,15,"female",85
"22509",8.98663666624618,38,14,"male",85
"22511",8.82139016542097,63,16,"male",85
"22513",9.66771206293458,59,16,"male",85
"22514",8.05388708361822,60,16,"female",85
"22516",9.28570010638648,58,25,"male",85
"22517",8.40256317537056,58,16,"female",85
"22520",9.03512945114584,45,14,"male",85
"22521",7.05806999762747,47,14,"female",85
"22523",9.2685790614832,36,14,"male",85
"22526",9.64210978862161,64,17,"male",85
"22532",9.74120388947868,60,19,"male",85
"22535",10.0212652930396,58,15,"male",85
"22536",8.64662015186351,61,16,"female",85
"22538",9.60898225473622,43,16,"male",85
"22539",8.29893769846982,41,16,"female",85
"22540",9.76707433286263,63,26,"male",85
"22543",8.77587068008936,63,15,"male",85
"22549",8.34729646943298,55,15,"female",85
"22561",9.26153909157918,52,15,"male",85
"22562",8.82077617458315,49,15,"female",85
"22568",9.90347358759487,62,15,"male",85
"22569",8.47628788043698,63,16,"female",85
"22574",7.85583921196479,48,15,"female",85
"22583",8.53437280057065,35,14,"female",85
"22586",10.41867843935,52,24,"male",85
"22588",10.0857907986156,62,22,"male",85
"22591",10.168308832126,44,18,"male",85
"22592",7.82244472948932,45,16,"female",85
"22593",9.01066917684711,48,15,"male",85
"22594",7.7317903312348,50,15,"female",85
"22596",9.62851107472543,61,17,"male",85
"22598",9.01687211623168,64,27,"male",85
"22599",8.88182518298049,64,32,"female",85
"22600",8.97696465749527,40,14,"male",85
"22601",9.10193072459012,44,14,"female",85
"22602",9.11259520851955,39,14,"male",85
"22603",8.27669998934625,43,15,"female",85
"22610",7.75790620835175,61,15,"female",85
"22611",8.74256145372478,41,16,"male",85
"22613",9.31384953626829,56,15,"male",85
"22614",8.6710809460567,59,15,"female",85
"22616",8.81515624182276,58,15,"female",85
"22623",8.81970085482546,44,15,"male",85
"22625",9.04781202147815,41,14,"male",85
"22629",8.90664813580109,40,24,"male",85
"22633",9.45278757501602,56,17,"male",85
"22634",8.62584665826045,55,16,"female",85
"22647",8.69617584694468,59,21,"male",85
"22648",8.4823367456661,62,19,"female",85
"22649",8.64607173529315,47,15,"female",85
"22662",8.73873546136347,52,15,"male",85
"22666",7.51455998165887,58,15,"female",85
"22672",8.79543080504002,59,14,"male",85
"22680",8.67827747902604,41,14,"female",85
"22684",8.78163529867727,45,15,"male",85
"22685",7.94392459237749,49,16,"female",85
"22693",6.94697599213542,36,14,"female",85
"22695",8.83624021241261,41,13,"male",85
"22700",9.2019976603199,61,16,"male",85
"22704",9.13302726887351,48,14,"male",85
"22705",8.55441192071653,52,15,"female",85
"22708",9.13751153930731,41,14,"male",85
"22721",8.76529624043553,42,14,"male",85
"22722",8.26873183211774,47,14,"female",85
"22723",8.72497458102059,64,16,"male",85
"22725",9.18970489404993,62,15,"male",85
"22727",9.11156263440198,41,14,"male",85
"22728",7.59145797606835,43,14,"female",85
"22729",9.11202162800918,36,15,"male",85
"22730",9.16916410735291,56,21,"female",85
"22731",7.82244472948932,41,15,"female",85
"22732",8.29400966127554,60,15,"male",85
"22733",9.48475174469726,52,16,"male",85
"22734",8.30255335880665,53,15,"female",85
"22735",8.66902802209083,42,16,"male",85
"22737",8.79346036105272,48,15,"male",85
"22745",8.55641390456952,60,15,"female",85
"22747",8.51715315155215,53,16,"male",85
"22748",7.43800697995326,55,16,"female",85
"22751",7.6008624807156,38,14,"male",85
"22753",8.16070105721768,41,14,"female",85
"22756",6.94697599213542,45,14,"female",85
"22757",8.96845732555022,43,14,"male",85
"22758",8.89288614119073,41,14,"male",85
"22762",8.92949354477425,58,15,"male",85
"22763",3.38912477983573,60,15,"female",85
"22768",6.65929391968364,64,15,"female",85
"22774",9.02866497356443,59,15,"male",85
"22775",8.3062844857586,61,15,"female",85
"22780",8.36634236706183,41,13,"female",85
"22782",9.41816396660924,60,15,"male",85
"22784",8.96187901267768,58,15,"male",85
"22785",6.7275754212532,62,15,"female",85
"22790",9.52707921021064,49,15,"male",85
"22792",9.10493981645427,53,15,"male",85
"22793",7.77988511507052,53,15,"female",85
"22795",8.60520406873895,40,14,"male",85
"22800",8.04558828080353,52,17,"female",85
"22804",8.95216533313228,48,14,"male",85
"22805",9.171221130237,49,21,"female",85
"22811",8.77047638353416,44,14,"male",85
"22812",6.84161547647759,46,14,"female",85
"22813",9.59286705067087,64,16,"male",85
"22814",8.45637254208688,60,13,"male",85
"22817",8.76602634291957,54,15,"male",85
"22818",7.44714501293538,52,15,"female",85
"22820",8.7862550041942,41,16,"female",85
"22822",6.51619307604296,37,16,"female",85
"22823",9.12744989580843,48,15,"male",85
"22826",9.43188264192342,51,14,"male",85
"22827",8.85651849701986,43,17,"female",85
"22828",8.65172408437384,58,15,"male",85
"22834",8.89943605073167,38,16,"male",85
"22836",8.99750350915238,60,15,"male",85
"22841",7.7420026704385,65,15,"female",85
"22847",8.98083163507832,61,15,"male",85
"22848",8.63309711890422,63,31,"female",85
"22856",9.23951074927596,54,15,"male",85
"22857",7.4005961182678,56,15,"female",85
"22867",8.927977461002,43,14,"male",85
"22868",8.17793146230722,51,15,"female",85
"22872",9.28637505825218,62,15,"male",85
"22873",6.48335192880036,62,16,"female",85
"22874",9.01939289050964,49,15,"male",85
"22875",7.62729118436869,55,15,"female",85
"22877",9.39262188890605,62,16,"male",85
"22881",9.46030810393797,58,16,"male",85
"22882",8.36513236733405,59,15,"female",85
"22884",9.98607905254631,61,21,"male",85
"22895",10.410287035388,49,24,"male",85
"22896",9.39262188890605,58,18,"female",85
"22900",9.60099233381847,64,16,"male",85
"22904",8.65335908676317,60,16,"male",85
"22906",9.36614339686664,49,17,"female",85
"22909",9.2685790614832,52,15,"male",85
"22910",1.54329807324977,52,15,"female",85
"22913",8.21082020941854,40,13,"female",85
"22914",7.50659178007084,40,17,"female",85
"22915",9.81530098243659,42,14,"male",85
"22918",9.05948954762178,65,17,"male",85
"22920",7.49220304261874,42,14,"male",85
"22921",8.93539815599769,43,14,"female",85
"22926",9.42812560875466,62,16,"male",85
"22927",7.54718518991679,57,14,"female",85
"22928",8.99240819342534,60,15,"male",85
"22929",7.10654059782987,62,15,"female",85
"22934",9.61708200872486,47,27,"male",85
"22939",9.59891427454629,60,15,"male",85
"22945",7.82286132501806,57,15,"female",85
"22950",9.50598465586557,53,15,"male",85
"22955",9.09489357004311,63,15,"male",85
"22957",9.32420462812523,46,15,"male",85
"22959",9.23246576295542,65,16,"male",85
"22962",9.75194117712999,47,16,"male",85
"22963",7.94944442025063,47,16,"female",85
"22969",8.38134594963905,47,15,"female",85
"22973",9.61576550532703,61,15,"female",85
"22975",9.40639387273463,58,18,"female",85
"22976",9.10453531307921,60,19,"female",85
"22977",10.122526676576,62,18,"male",85
"22978",4.60356886794134,61,17,"female",85
"22979",9.28067204738592,51,16,"female",85
"22982",8.38586283455577,43,16,"female",85
"22985",9.95515545448388,42,17,"male",85
"22986",9.23743786491258,42,18,"female",85
"22987",8.8623533043563,62,16,"male",85
"22994",9.29391281036239,47,16,"male",85
"22995",5.51985966094846,50,15,"female",85
"22996",9.07966204833407,46,15,"male",85
"22998",7.43248380791712,52,22,"female",85
"23001",9.2256781023514,59,19,"male",85
"23002",8.54797839165797,58,15,"female",85
"23007",7.01556875291468,39,14,"female",85
"23010",8.45105338891169,62,27,"female",85
"23011",9.19150819746646,52,15,"male",85
"23012",8.49080810736464,52,15,"female",85
"23013",8.7850622585883,45,14,"male",85
"23014",8.75583839080165,49,16,"female",85
"23021",8.98715684183549,38,15,"male",85
"23026",8.51715315155215,55,15,"male",85
"23027",9.10759416606544,53,15,"female",85
"23029",8.07837810362652,45,14,"female",85
"23032",10.1266118849157,58,18,"male",85
"23039",7.86326672400957,54,17,"male",85
"23042",9.38932302750462,52,15,"male",85
"23043",7.95712133025695,46,14,"female",85
"23044",9.53957793549884,60,16,"male",85
"23045",5.70218115660944,61,15,"female",85
"23046",9.36725522460713,54,17,"male",85
"23047",8.32119779102918,53,21,"female",85
"23051",9.47126361971126,52,17,"male",85
"23052",7.97355504762957,47,15,"female",85
"23053",9.60723552940128,53,15,"male",85
"23054",7.46159443939719,58,17,"female",85
"23057",9.15216872670015,52,20,"female",85
"23067",8.50512061018197,62,15,"male",85
"23068",7.99429498641598,65,15,"female",85
"23070",7.58063852835186,43,14,"female",85
"23076",8.65172408437384,43,14,"male",85
"23077",8.69617584694468,43,14,"female",85
"23078",9.26444969762322,64,15,"male",85
"23080",9.38260485231101,62,16,"male",85
"23081",8.87399449455881,63,18,"female",85
"23093",9.36275586979013,56,16,"male",85
"23102",9.24319083434161,52,15,"male",85
"23103",7.87083799323357,55,15,"female",85
"23108",9.02641753381525,49,15,"male",85
"23109",8.81082352902079,49,15,"female",85
"23111",5.56068163101553,39,14,"female",85
"23114",8.87799000960696,42,14,"male",85
"23117",9.05281595737017,40,16,"male",85
"23118",8.33001505582432,43,17,"female",85
"23121",8.60081350623777,39,14,"male",85
"23122",8.16040398313708,46,17,"male",85
"23124",9.59785602522792,64,17,"male",85
"23126",8.51152117889194,51,15,"female",85
"23127",5.82611811972327,35,17,"male",85
"23129",9.32457580287316,61,22,"male",85
"23130",7.80859929489787,65,16,"female",85
"23131",10.1887085668406,52,21,"male",85
"23137",10.0732100539747,50,24,"male",85
"23139",9.38487837879645,59,23,"female",85
"23170",9.97877501157832,62,15,"male",85
"23172",9.75713141617478,52,26,"male",85
"23173",8.40559101483493,55,22,"female",85
"23179",9.17159954365975,63,16,"male",85
"23181",9.10337853147905,45,17,"male",85
"23184",9.30561051191642,49,18,"male",85
"23185",7.0647590277918,59,14,"female",85
"23187",9.11602969250494,62,15,"male",85
"23189",9.61580014152843,58,17,"male",85
"23193",8.23137604557397,43,14,"female",85
"23203",9.39754994664623,62,15,"male",85
"23204",8.22790983759748,63,16,"female",85
"23206",7.9669057316792,65,15,"male",85
"23208",9.90347358759487,49,15,"male",85
"23214",8.60406051506193,60,14,"female",85
"23219",7.86326672400957,64,15,"female",85
"23220",9.20294109204106,58,15,"male",85
"23221",7.22460776430197,58,14,"female",85
"23230",7.17331446055435,41,16,"female",85
"23232",8.30293999618808,45,14,"female",85
"23235",8.69408671296752,61,15,"female",85
"23238",7.84347211200579,45,15,"female",85
"23239",9.43188264192342,61,15,"male",85
"23244",8.08625025651184,45,14,"female",85
"23247",9.24956108512946,43,14,"male",85
"23248",6.65929391968364,47,16,"female",85
"23252",7.72170318132379,45,14,"female",85
"23253",8.99466883550067,65,16,"male",85
"23254",7.9585769038139,62,15,"female",85
"23256",9.75054850817374,61,17,"male",85
"23257",8.84354582853438,60,15,"female",85
"23261",8.71989237675154,65,17,"female",85
"23268",8.70319465523722,64,15,"male",85
"23274",9.12998894152246,47,14,"male",85
"23282",9.3457345183433,61,15,"male",85
"23283",8.57386082186429,60,16,"female",85
"23289",8.77955745588373,42,14,"male",85
"23297",7.73543335249969,43,14,"female",85
"23300",8.97683330692633,56,15,"male",85
"23301",7.98016044206462,58,19,"female",85
"23302",9.18773882353961,61,16,"male",85
"23303",8.3961277481823,57,15,"female",85
"23305",8.85836863630802,55,15,"male",85
"23306",8.40559101483493,57,15,"female",85
"23308",9.55207017794668,55,15,"male",85
"23309",8.01855962449442,57,17,"female",85
"23313",8.9751242394277,47,14,"male",85
"23314",7.23964558857954,49,14,"female",85
"23316",9.19012949338803,42,14,"male",85
"23317",7.03864315067485,53,15,"female",85
"23319",10.6735846522085,57,17,"male",85
"23320",7.47760424319759,57,17,"female",85
"23323",8.71281916124835,49,15,"male",85
"23327",9.42615793489869,46,14,"male",85
"23328",8.33327035325531,47,15,"female",85
"23335",8.65860942027531,45,14,"female",85
"23339",8.87951135233339,35,14,"male",85
"23345",8.90819687864892,61,16,"male",85
"23356",10.0289547910223,51,16,"male",85
"23361",9.01187478470755,37,14,"male",85
"23367",9.01655661664222,59,15,"male",85
"23368",7.44714501293538,64,15,"female",85
"23370",8.69947470834611,55,16,"female",85
"23375",9.28878179828274,54,15,"male",85
"23376",8.32321999368962,56,15,"female",85
"23378",9.10094503465373,59,15,"male",85
"23379",7.54608715240012,60,15,"female",85
"23382",7.2441131989411,44,22,"male",85
"23383",8.55641390456952,51,16,"female",85
"23384",9.02253497827137,40,14,"male",85
"23389",8.51715315155215,43,16,"female",85
"23390",8.51736114606107,41,18,"male",85
"23391",9.00697982077412,43,22,"female",85
"23393",5.98594933573352,47,29,"female",85
"23401",8.30782432710782,58,16,"female",85
"23402",8.53692525479515,52,15,"female",85
"23408",9.48842048696777,62,18,"male",85
"23413",9.19753064933881,63,21,"female",85
"23414",10.6203356193323,57,23,"male",85
"23416",9.19299073364107,54,15,"male",85
"23421",8.96187901267768,36,14,"male",85
"23422",7.45830146278707,44,16,"female",85
"23428",9.85218161415417,44,25,"male",85
"23429",7.17011954344963,46,15,"female",85
"23433",7.64012317269536,35,14,"male",85
"23439",9.02641753381525,57,15,"male",85
"23440",8.04558828080353,62,15,"female",85
"23442",9.19012949338803,58,16,"male",85
"23443",8.88593346386762,61,21,"female",85
"23444",9.1415859974372,56,15,"male",85
"23446",9.35635058606215,45,16,"male",85
"23447",8.00632752778616,48,17,"female",85
"23448",9.08851166361105,64,22,"male",85
"23457",7.787249209217,57,16,"female",85
"23459",9.04235235524044,40,14,"male",85
"23464",7.74335640616447,45,14,"female",85
"23465",7.44775128004791,50,16,"female",85
"23470",6.04063559983042,60,22,"female",85
"23471",9.00525771200255,39,14,"male",85
"23472",8.46911153108149,41,14,"female",85
"23473",5.56068163101553,41,16,"male",85
"23474",7.86026219615272,42,14,"female",85
"23476",9.47270463644367,47,16,"male",85
"23477",8.1843352454486,50,15,"female",85
"23479",8.85362545793062,57,16,"male",85
"23487",9.26587725700485,62,15,"male",85
"23492",8.33663968008335,58,15,"female",85
"23496",9.53541651563926,54,15,"male",85
"23497",7.00948115779202,53,15,"female",85
"23503",6.3961960487904,36,17,"male",85
"23506",7.47524851012713,50,15,"female",85
"23508",8.38799525294456,52,15,"male",85
"23509",8.27245822882671,52,15,"female",85
"23513",9.26232919103193,48,17,"male",85
"23514",8.7265785469343,52,35,"female",85
"23534",7.65992584602107,61,16,"female",85
"23537",9.47514164349463,51,15,"male",85
"23545",7.35244110024358,64,15,"female",85
"23546",9.13577634632664,58,15,"male",85
"23547",8.82215705222559,60,15,"female",85
"23548",8.8340456411678,36,14,"male",85
"23551",9.22342239667592,50,15,"male",85
"23553",7.78162269828928,41,13,"female",85
"23560",8.536211197252,64,16,"male",85
"23562",8.69617584694468,51,15,"male",85
"23563",7.32095044284264,52,15,"female",85
"23564",9.30291225350471,62,15,"male",85
"23567",9.34487126493379,54,14,"male",85
"23571",9.25653668021639,51,15,"male",85
"23572",6.43615036836943,50,15,"female",85
"23573",8.56467967878728,52,15,"male",85
"23578",8.67330762262456,55,15,"male",85
"23579",8.31752199628717,56,15,"female",85
"23580",9.06329169178693,61,15,"male",85
"23582",8.80084915236898,54,15,"male",85
"23583",8.09628139214375,55,14,"female",85
"23584",9.50462954885529,56,27,"male",85
"23585",7.83835910370634,62,20,"female",85
"23586",9.24956108512946,59,15,"male",85
"23587",7.58961907015091,61,16,"female",85
"23589",10.1099796407919,47,16,"male",85
"23590",8.68638894141266,61,16,"female",85
"23591",8.70483390968779,41,14,"male",85
